Symbol,Series,Date,PC,OP,HP,LowP,LP,CP,AP,TTQ,Turnover,NOT,DQTY,DLY_QTY_TRD_QTY
FCONSUMER,EQ,25-Jan-2018,65.85,65.8,67.2,64.9,65.4,65.65,66.02,2700406,178287151.75,9266,877796,32.51
FCONSUMER,EQ,29-Jan-2018,65.65,67,69.2,65.15,65.3,65.8,67.19,3659030,245858487.25,12239,1219425,33.33
FCONSUMER,EQ,30-Jan-2018,65.8,66,66.4,64.15,65.25,65.4,65.22,3172732,206922630.05,13774,1151158,36.28
FCONSUMER,EQ,31-Jan-2018,65.4,65.5,65.5,62.6,63.95,63.2,63.64,3965934,252382160.65,15386,1884353,47.51
FCONSUMER,EQ,01-Feb-2018,63.2,63.85,65.2,62.4,63.3,63.5,64.18,5659404,363194801.7,21469,2163134,38.22
FCONSUMER,EQ,02-Feb-2018,63.5,63,63,57,58,58,59.58,8271345,492807872.7,27327,3767195,45.55
FCONSUMER,EQ,05-Feb-2018,58,54,62.05,54,62.05,60.3,57.76,7878659,455075900.65,21462,2950874,37.45
FCONSUMER,EQ,06-Feb-2018,60.3,56,62,54.6,61.9,61.5,59.01,7746247,457090328.9,21131,2650356,34.21
FCONSUMER,EQ,07-Feb-2018,61.5,62.6,64.75,62.6,64.05,64.05,63.93,6146211,392945250.8,19557,2215274,36.04
FCONSUMER,EQ,08-Feb-2018,64.05,65,65.5,64.6,65.2,64.95,65.01,4767653,309942866.5,19089,2294129,48.12
FCONSUMER,EQ,09-Feb-2018,64.95,62.1,64.6,61.1,63.55,63.7,63.34,4648995,294446899.85,13292,1678458,36.1
FCONSUMER,EQ,12-Feb-2018,63.7,64.5,65.3,63.55,63.7,63.8,64.33,4183021,269079029.75,13722,1776665,42.47
FCONSUMER,EQ,14-Feb-2018,63.8,64.3,64.45,63,63,63.05,63.4,3072812,194802516.6,7965,1656507,53.91
FCONSUMER,EQ,15-Feb-2018,63.05,63.3,63.75,60.45,60.75,61.1,62.24,2602381,161973116.5,9282,1158947,44.53
FCONSUMER,EQ,16-Feb-2018,61.1,62.45,63.45,59.8,61.6,60.9,61.23,6376046,390390130.55,24136,2360443,37.02
FCONSUMER,EQ,19-Feb-2018,60.9,61.2,61.25,58.15,59,59.25,59.39,3555677,211169262.65,13829,1495355,42.06
FCONSUMER,EQ,20-Feb-2018,59.25,59.4,60.3,58.3,58.65,58.55,59.03,2323672,137164600.35,9249,848495,36.52
FCONSUMER,EQ,21-Feb-2018,58.55,59.45,60.4,58.25,60.05,59.9,59.19,2636699,156059831.2,9036,1087643,41.25
FCONSUMER,EQ,22-Feb-2018,59.9,59.65,61.3,59,60.3,60.25,60.4,3435785,207533762.8,9773,1590751,46.3
FCONSUMER,EQ,23-Feb-2018,60.25,61,62.2,60.35,61.15,61.25,61.52,3811372,234471894.4,17773,1842272,48.34
FCONSUMER,EQ,26-Feb-2018,61.25,61.5,61.85,60.5,60.65,60.85,61.27,3140813,192424504.05,14820,1727848,55.01
FCONSUMER,EQ,27-Feb-2018,60.85,60.9,60.9,59.55,59.95,59.85,59.97,2868511,172013915.8,13373,1429188,49.82
FCONSUMER,EQ,28-Feb-2018,59.85,59.4,60.2,58.75,59.95,59.8,59.57,2380188,141790374.85,9313,986034,41.43
FCONSUMER,EQ,01-Mar-2018,59.8,59.6,60.7,59.2,60,59.5,59.77,3798502,227024383.6,16309,1971265,51.9
FCONSUMER,EQ,05-Mar-2018,59.5,60.35,60.35,58.45,58.85,58.95,59.26,2596051,153833584.2,9117,1138321,43.85
FCONSUMER,EQ,06-Mar-2018,58.95,59.4,59.7,55.5,55.85,56.45,57.68,4111106,237129904.1,15356,2033188,49.46
FCONSUMER,EQ,07-Mar-2018,56.45,56.1,56.35,52.5,54.15,53.9,54.25,6416161,348108021.65,26768,3048485,47.51
